2026-03-27 14:34:54 | INFO     | __main__:startup_event:50 - Tavily 客户端初始化成功
2026-03-27 14:36:31 | INFO     | __main__:search_web:86 - 搜索完成: Python 3.13 features
2026-03-27 14:36:31 | INFO     | devmate.mcp.client:search_web:69 - MCP 搜索成功: Python 3.13 features
2026-03-27 14:40:08 | INFO     | __main__:startup_event:50 - Tavily 客户端初始化成功
2026-03-27 14:41:25 | INFO     | src.devmate.utils.llm:get_embeddings:30 - Embedding 初始化成功: text-embedding-v4
2026-03-27 14:41:25 | INFO     | src.devmate.utils.llm:get_llm:15 - LLM 初始化成功: deepseek-ai/DeepSeek-V3.2
2026-03-27 14:41:25 | INFO     | src.devmate.agents.agent:_create_agent:22 - Agent 初始化成功
2026-03-27 14:41:25 | INFO     | __main__:main:12 - 初始化 RAG 检索器...
2026-03-27 14:41:25 | INFO     | src.devmate.rag.retriever:ingest_documents:24 - 加载了 0 个文档
2026-03-27 14:41:25 | INFO     | src.devmate.rag.retriever:ingest_documents:32 - 文档切分为 0 个片段
2026-03-27 14:41:25 | INFO     | src.devmate.rag.retriever:ingest_documents:50 - 没有文档需要摄入，创建空向量存储
2026-03-27 14:41:25 | INFO     | __main__:main:16 - DevMate 启动成功，开始对话...
2026-03-27 14:41:25 | INFO     | __main__:main:17 - =====================================
2026-03-27 14:41:25 | INFO     | __main__:main:18 - DevMate - AI 编程助手
2026-03-27 14:41:25 | INFO     | __main__:main:19 - =====================================
2026-03-27 14:41:25 | INFO     | __main__:main:20 - 输入 'exit' 退出对话
2026-03-27 14:41:25 | INFO     | __main__:main:21 - =====================================
2026-03-27 14:41:29 | INFO     | __main__:main:29 - 用户输入: 你好
2026-03-27 14:41:32 | INFO     | src.devmate.agents.agent:run:32 - Agent 执行完成: 你好
2026-03-27 14:41:32 | INFO     | __main__:main:31 - DevMate: {'messages': [HumanMessage(content='你好', additional_kwargs={}, response_metadata={}, id='3c450c8b-3c84-44d3-812f-0716f02cec8a'), AIMessage(content='你好！很高兴见到你。我是你的助手，可以帮你搜索网络信息、查询本地知识库，或者获取天气信息。有什么我可以帮助你的吗？', additional_kwargs={'refusal': None}, response_metadata={'token_usage': {'completion_tokens': 32, 'prompt_tokens': 449, 'total_tokens': 481, 'completion_tokens_details': None, 'prompt_tokens_details': None}, 'model_provider': 'openai', 'model_name': 'deepseek-v3.2', 'system_fingerprint': None, 'id': '5fe85438-9543-45ad-8da9-cbca5a2a4218', 'finish_reason': 'stop', 'logprobs': None}, id='lc_run--019d2e06-c8da-7f61-93d6-c7a7d9de507c-0', tool_calls=[], invalid_tool_calls=[], usage_metadata={'input_tokens': 449, 'output_tokens': 32, 'total_tokens': 481, 'input_token_details': {}, 'output_token_details': {}})]}
2026-03-27 14:41:32 | INFO     | __main__:main:32 - =====================================
2026-03-27 14:41:45 | INFO     | __main__:main:29 - 用户输入: 今天有什么新闻
2026-03-27 14:41:49 | INFO     | __main__:search_web:86 - 搜索完成: 今天最新新闻 国内国际重要新闻
2026-03-27 14:41:49 | INFO     | src.devmate.mcp.client:search_web:69 - MCP 搜索成功: 今天最新新闻 国内国际重要新闻
2026-03-27 14:41:52 | INFO     | __main__:search_web:86 - 搜索完成: 2024年最新新闻 时事热点
2026-03-27 14:41:52 | INFO     | src.devmate.mcp.client:search_web:69 - MCP 搜索成功: 2024年最新新闻 时事热点
2026-03-27 14:41:56 | INFO     | __main__:search_web:86 - 搜索完成: breaking news today current events
2026-03-27 14:41:56 | INFO     | src.devmate.mcp.client:search_web:69 - MCP 搜索成功: breaking news today current events
2026-03-27 14:42:00 | ERROR    | src.devmate.rag.retriever:search_knowledge_base:74 - 搜索知识库失败: Error code: 400 - {'error': {'message': '<400> InternalError.Algo.InvalidParameter: Value error, contents is neither str nor list of str.: input.contents', 'type': 'InvalidParameter', 'param': None, 'code': 'InvalidParameter'}, 'id': '6ae54fb1-eab6-912f-a7b1-b714c67eaa6d', 'request_id': '6ae54fb1-eab6-912f-a7b1-b714c67eaa6d'}
2026-03-27 14:42:06 | INFO     | src.devmate.agents.agent:run:32 - Agent 执行完成: 今天有什么新闻
